TCGA-BH-A0HX-01A-21R-A056-07	TCGA-AO-A0J7-01A-11R-A034-07	TCGA-A2-A25F-01A-11R-A169-07	TCGA-AR-A0U3-01A-11R-A109-07	TCGA-A2-A259-01A-11R-A16F-07	TCGA-AN-A0AJ-01A-11R-A00Z-07	TCGA-E9-A6HE-01A-11R-A31O-07	TCGA-EW-A1P3-01A-11R-A144-07	TCGA-E2-A1LI-01A-12R-A157-07	TCGA-HN-A2OB-01A-21R-A27Q-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-E9-A227-01A-11R-A157-07	TCGA-E2-A1IL-01A-11R-A14D-07	TCGA-C8-A1HK-01A-21R-A13Q-07	TCGA-AC-A7VC-01A-11R-A352-07	TCGA-OL-A66H-01A-11R-A29R-07	TCGA-A8-A0A2-01A-11R-A034-07	TCGA-E2-A15R-01A-11R-A115-07	TCGA-A2-A3XX-01A-21R-A239-07	TCGA-D8-A13Y-01A-11R-A115-07	TCGA-AN-A0XV-01A-11R-A109-07	TCGA-AO-A128-01A-11R-A10J-07	TCGA-A8-A09M-01A-11R-A00Z-07	TCGA-AO-A03T-01A-21R-A034-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E2-A56Z-01A-12R-A29R-07	TCGA-BH-A0HO-01A-11R-A034-07	TCGA-A2-A25B-01A-11R-A169-07	TCGA-A2-A1FW-01A-11R-A13Q-07	TCGA-AO-A1KP-01A-11R-A13Q-07	TCGA-BH-A0B3-01A-11R-A056-07	TCGA-BH-A1F6-01A-11R-A13Q-07	TCGA-EW-A1P6-01A-11R-A144-07	TCGA-A8-A08B-01A-11R-A00Z-07	TCGA-B6-A409-01A-11R-A24H-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-A7-A2KD-01A-31R-A21T-07	TCGA-C8-A278-01A-11R-A169-07	TCGA-AQ-A54N-01A-11R-A266-07	TCGA-AC-A2FO-01A-11R-A180-07	TCGA-A2-A4S3-01A-21R-A266-07	TCGA-AO-A1KQ-01A-11R-A13Q-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-A8-A07O-01A-11R-A00Z-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-A8-A09T-01A-11R-A00Z-07	TCGA-A8-A0A7-01A-11R-A00Z-07	TCGA-A8-A07I-01A-11R-A00Z-07	TCGA-EW-A3E8-01B-11R-A24H-07	TCGA-AC-A3W7-01A-11R-A22K-07	TCGA-D8-A143-01A-11R-A115-07	TCGA-BH-A18F-01A-11R-A12D-07	TCGA-BH-A0W4-01A-11R-A109-07	TCGA-D8-A1XS-01A-11R-A14M-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-A2-A3XS-01A-11R-A22U-07	TCGA-A8-A07S-01A-11R-A034-07	TCGA-LL-A73Z-01A-11R-A32P-07	TCGA-BH-A0HB-01A-11R-A056-07	TCGA-D8-A1XG-01A-11R-A14D-07	TCGA-AN-A0XN-01A-21R-A109-07	TCGA-D8-A1JD-01A-11R-A13Q-07	TCGA-A8-A08L-01A-11R-A00Z-07	TCGA-GM-A2DN-01A-11R-A180-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-D8-A146-01A-31R-A115-07	TCGA-A7-A3RF-01A-11R-A22K-07	TCGA-A8-A06N-01A-11R-A00Z-07	TCGA-D8-A141-01A-11R-A115-07	TCGA-AN-A041-01A-11R-A034-07	TCGA-A7-A26J-01A-11R-A277-07	TCGA-E2-A106-01A-11R-A10J-07	TCGA-C8-A135-01A-11R-A115-07	TCGA-BH-A0GY-01A-11R-A056-07	TCGA-D8-A4Z1-01A-21R-A266-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-A2-A0CP-01A-11R-A034-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-Z7-A8R5-01A-42R-A41B-07	TCGA-AC-A3TN-01A-11R-A22K-07	TCGA-AO-A0JF-01A-11R-A056-07	TCGA-AC-A2QH-01B-04R-A22O-07	TCGA-C8-A12V-01A-11R-A115-07	TCGA-AR-A24S-01A-11R-A169-07	TCGA-A8-A08Z-01A-21R-A00Z-07	TCGA-B6-A1KI-01A-11R-A14M-07	TCGA-LL-A9Q3-01A-11R-A41B-07	TCGA-A8-A08F-01A-11R-A00Z-07	TCGA-D8-A1Y1-01A-21R-A14M-07	TCGA-GM-A2DL-01A-11R-A18M-07	TCGA-AO-A03U-01B-21R-A10J-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-D8-A73U-01A-11R-A33J-07	TCGA-AN-A0XR-01A-11R-A109-07	TCGA-AN-A0FY-01A-11R-A034-07	TCGA-AN-A0AK-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-A8-A08R-01A-11R-A034-07	TCGA-D8-A3Z6-01A-11R-A239-07	TCGA-A1-A0SP-01A-11R-A084-07 
ENSG00000099994.10	226150	17398	443092	49074	110549	98506	85174	434726	104423	273205	114476	1600829	103037	108571	47561	68713	46373	69271	81719	39151	130731	226103	507108	466392	87639	64391	62696	37743	98940	130986	142126	151825	90385	865569	825872	250719	280044	972428	90037	136243	179716	96803	10681638	337224	99683	80877	258065	92042	192055	334319	55621	203496	2584480	34938	113244	429972	103616	440762	127848	134154	71451	168723	480973	175252	84498	143772	495554	44125	365158	268372	9359	68321	552359	926913	181204	471342	290085	1326032	194000	105730	136341	5277	102561	142807	255607	66958	157102	156325	124261	220599	176942	253808	87757	645712	87396	353057	89860	520345	186408	88384
ENSG00000173812.10	2816540	4203185	3224541	1144950	2721430	4701932	3118549	2974734	2890587	1633190	2928256	3540147	1178637	1420455	1747844	2129214	3681891	3317076	2073471	2027313	2426028	2724535	3214626	2158256	6687376	3519674	3371274	2260506	2300700	3899869	2456751	1525388	1374617	1216291	2575890	2341161	4141075	2057599	925613	2919289	2413413	4826516	2408466	2441359	1766335	1277221	1984228	1109290	3548062	1763423	2296854	1485712	2497968	4123470	1880364	2760148	2182105	1939619	1919895	2387828	2682970	3526654	3736759	1956525	2843589	1597867	3414348	7059263	2268890	2415708	545312	3269143	1782334	1910050	1361080	3483025	1847580	3195910	2547914	3137505	1830931	498024	1644197	2957045	2424540	3269308	2438102	2237261	4802833	1766611	2633777	2604058	1670543	1731023	2327410	2391634	4640568	3185642	1868353	2197773
ENSG00000134569.9	29611	8412	27042	9206	50570	7420	8644	13778	16359	87763	28480	20748	23433	35208	60514	7241	29461	62699	11520	297965	29303	8020	7821	46562	22050	22939	34036	42298	21718	9873	13552	4713	46583	16886	11849	26615	22666	21824	13083	37257	18120	2693	5339	34607	3209	13760	26511	15601	25567	54277	58106	34918	73044	24231	62638	24332	16246	39959	10163	40713	31028	38670	41639	17843	12713	40963	14899	46282	41059	113832	13117	11001905	19694	17269	45452	26815	25514	23812	15403	8608	34621	204508	12589	30852	42224	52299	12569	18468	41658	9206	17552	7486	193543	6328	51599	89749	7628	10336	40324	43699
ENSG00000162909.17	733270	1559414	1797286	672459	1173580	1384763	1136298	868458	3769648	914926	2521920	2021599	1490144	945541	762819	972768	1281786	272868	6745017	734246	1698361	2863566	1251204	776832	620780	590971	2636132	1245334	249079	442353	4014222	1378941	900668	1076194	5564480	4312939	1182501	1077494	1343051	1217150	362456	1143111	1898091	1208807	1614369	554641	2427107	1659820	943384	3274401	2080884	1804441	994247	1597849	2171811	1477685	3754056	1772002	509503	2022245	1444098	2562184	2089363	1811066	2031553	1993116	713248	118505	2047854	2237177	1780138	778665	1732764	1723945	698328	3318656	713904	1777128	809078	1825711	2049357	560763	1498616	1366586	1341015	3762234	857397	634322	2714423	1120949	1727634	1492529	2235484	2215448	1156113	305788	761359	1940438	3194650	2141952
ENSG00000081277.12	242795	68049	303912	12706	165129	21418	17483	12593	324944	173067	9229041	35938	27005	225393	2186	4283	41467	21723	387717	12593	10068	100904	10054	51256	10647	21802	9996	13922	93018	82172	173106	99309	20352	50292	742226	18325	57609	63035	51595	312798	113479	39842	499	543123	305030	3241	29984	12614	47442	343995	1587	246516	76797	7880	760145	386080	7132	146508	267057	32403	8587	417014	355280	34816	5214135	73254	1134	7249	11093	65178	10397	8566	96160	388091	228037	116049	60310	64037	62453	8384	93256	50	130231	118349	2569	69599	12249	8484	553704	14903	7652	1328785	34252	1149	83623	6282	101163	1086598	102191	3075644
ENSG00000116209.11	1705898	1615159	1854951	717322	2308992	1175525	1327529	1186474	1883656	1280584	2537651	4833708	1686359	1166633	933788	2161836	2875995	1401790	1334746	2960447	2843556	1861784	1449136	1870929	856362	2340350	5918700	2653776	2267118	1318452	1424141	997065	927917	399205	2500417	5802904	2212442	3069431	358800	2452722	502662	800900	2938019	4649623	599940	932076	3046898	1172828	2318492	2026360	1298825	1304587	1974608	1827695	1991978	1772412	2689276	1453486	2210204	1220305	1166414	2008578	1740063	1782839	1047769	1899783	4281048	5650599	1229300	1283968	1752818	1957688	938264	2000463	1153024	1932370	829357	1931591	1187879	2923311	2404673	307347	1242902	1933322	1405518	3891714	1367624	1208590	1827963	1036983	2671605	2340712	917211	2014509	2300696	945428	1107873	1120592	2003880	949574
ENSG00000197111.15	2808127	4455607	3330061	3104002	2512794	5376396	2321292	1935052	2536692	1999729	2697751	3087532	1773390	3048068	1781948	2086564	4558469	3616527	1651224	5202458	2364903	2777180	2753161	2217989	1535487	2456884	4447683	4485386	5839422	4020892	1800408	1448364	1388869	817288	1690474	2981190	4557379	2746075	1447108	3089965	1648080	2979466	2002349	3514114	810211	1319409	2384174	1669356	3686465	3076617	2036824	2383403	4008149	3194694	2410313	2079942	3084246	1643626	2749746	2023958	2194398	4340931	4923213	2769508	2207004	2423516	3429303	5634767	2353325	3185968	834762	3331043	2670573	2167046	1701439	3647692	1526590	3410524	2024629	2903996	2153483	2880684	1635693	3615419	2417075	2992241	1785922	2172505	3812017	2018679	3168187	1355099	1738031	2327627	4324114	2430559	5036711	3874369	2768071	3254952
ENSG00000165119.20	3119139	5036587	4669003	2097321	4281347	5653782	2418147	1901444	4636417	2131264	3778219	4349928	2474588	3401365	1929257	2396163	4491897	5027986	2736098	3274076	3898544	4430317	2974272	2565263	1655712	2357108	4885549	4832575	4527830	5489751	3001248	2097958	2331476	1551094	3330553	4315322	5255910	4076014	1010756	2974321	1651759	2185052	2859339	4235616	1388521	1729457	2531182	3011904	2859765	3244583	3936711	3267441	4016610	4134168	3506259	2305738	3954910	2261843	3411122	3098067	2333747	5664258	3884389	3697718	3108906	3326387	2459363	5235164	3416097	3892630	2550539	3304395	2661813	2353428	1819972	3538419	1953348	3937026	1728257	2727698	2937872	1450900	2360056	3991853	3395274	4093007	1613338	2034595	4450596	2670676	3142156	3658522	1878425	3725160	5385375	3227220	4337151	3452539	3038130	3678798
ENSG00000131238.16	2447126	680632	3160318	719329	2012686	1596900	1569780	2417509	887769	1061453	1832732	2303767	1307721	981889	737519	1553922	3227934	2115132	883234	1165744	1947730	1231845	1334566	1243526	527428	707183	3799923	1919905	1568764	2083579	1438324	817185	2747850	1514180	1137322	2652360	2668872	2212508	325111	2856640	773318	918982	808951	3046802	470288	1657317	4404867	2599394	1554278	944365	1507196	1173474	1656562	3655712	1308372	912786	994697	1198829	3130145	635335	1956920	3986367	1450329	1195345	1584913	1220239	1484093	8514802	1915394	1359650	1712885	1038429	1119660	2207894	946885	1480872	1154894	2713001	761857	1604921	2049869	477016	1884075	3325374	2337503	2378205	827669	1607487	3050773	1892575	1785326	1260825	1144848	1072238	2659575	1124620	2162916	2970941	1359753	1738221
ENSG00000159388.5	1319571	2620466	1049461	502334	1856558	240938	2470309	3676031	748047	1950501	587691	1144254	1936959	447103	49089	840312	2923250	1086457	594294	247251	1205700	935916	1817565	839215	402122	761987	1852990	1833428	2634473	4709941	361216	313885	641266	298795	363442	2290137	946144	728730	128532	6038878	195632	473801	435893	169941	331246	250220	693484	2992492	3707843	1999823	1045250	2071872	3527538	1049363	1829266	343800	532800	348543	841826	1063639	290099	2461854	963325	2592134	266734	2905304	821350	1053259	2331318	836505	1128691	980475	236890	297163	1164664	1494220	734285	406235	893166	1457434	1523479	49297	890747	1183107	1775865	2430141	429408	592102	693138	751034	602326	622490	1259080	891835	752875	134785	752117	539978	3955582	383612
ENSG00000188643.10	378943	152371	368472	883170	783401	724901	5919915	2264771	512439	934236	4542599	1355949	424325	1971001	567110	1240827	1589840	124319	564542	202227	707631	2027628	372476	1238240	712562	676631	877502	935214	103682	1788526	2720202	386341	665908	1000540	4678887	1830046	1322893	340353	1388382	245918	575370	1062938	279702	1121956	1141403	784353	741932	2124158	1214216	1149395	2813079	1838451	1365651	1122242	737493	1486334	804163	1569562	1068186	1251125	775333	786987	1749577	1318862	5307606	700341	1098018	28553	1617345	358483	184590	503710	3270815	893868	534409	503181	1088226	3824776	1030283	427356	1116927	4539	146821	661547	1145632	274587	2796707	1250346	2460507	2575785	1085288	1241813	990726	1265142	1185126	2538780	1597404	162835	1294942	2210121
ENSG00000102910.13	697985	591500	887083	669797	3915715	678805	424483	616353	1078711	586628	933561	836103	672672	801793	185993	809938	969898	1459398	1228508	589329	1289893	794548	1106819	712801	212262	496617	1156706	1511121	1335324	10306948	528994	597263	1750482	265545	1236132	834056	1088494	2193295	222239	1167101	450064	957751	652712	867183	570911	342440	963424	1568352	748317	1195944	998560	634491	790951	1193962	2269308	1037552	847385	526401	780134	1054617	511698	3114566	741627	585363	1159533	1110124	2306096	1030399	814988	806580	843505	949395	475796	863972	556878	1021686	289821	1527586	299044	405103	599723	674147	444609	1284974	705722	1303501	376532	954657	1113522	1441572	943196	975192	437141	800451	1502643	883658	1122963	993017	661511	319702
ENSG00000025796.13	442015	616740	1194843	318814	1312855	11082474	558013	276509	1550182	474032	571239	932904	412180	909508	401945	536874	1025537	770312	741562	581254	1051790	447850	518010	278458	556699	460366	875295	725068	1003641	641077	797190	728969	672074	590695	1226164	1379993	1193787	1511248	228586	712586	614038	341817	1083577	1340699	847966	410077	578949	744929	500002	599605	756612	626165	992671	1288887	638118	600301	603621	447617	278321	843948	722049	1068150	1978164	799794	953893	889853	641980	1167301	775793	578986	223540	589725	590452	661851	468439	573708	380593	424195	323489	432496	764241	352419	457135	1622414	892978	1282756	495393	514422	795760	532746	1317222	578048	489905	611014	1067398	920016	938226	1287328	634635	1193996
ENSG00000101210.10	1078460	1948936	20966	34997	375563	99455	1042187	634008	8622	30612	48987	259231	217552	27785	1502	244915	262398	3273329	167918	3627941	22778	14003	155588	1770930	374275	998906	1255517	383880	1559165	118811	4029	4175	27916	105915	20646	284048	22294	24137	63990	213916	1469234	22847	39231	63640	1527	315044	145264	583646	805734	128180	227751	105056	559049	161384	83325	400576	485047	63378	876466	832349	224873	65007	1054491	91759	450133	69373	8026509	780374	2649	837824	246394	3902556	4031	21888	118055	1643067	64759	2810769	70189	962663	132662	42729	2044	698	23809	485331	1051664	2629690	965897	357928	41892	31126	67976	255530	109022	1531345	1351	33468	554132	179888
ENSG00000214389.2	3789710	2492915	3865695	628238	3491596	7080921	4268574	1630547	3067314	2275883	2047267	3440187	1167043	1491164	3067427	2086563	2673946	1769920	1777400	1054327	2294314	1611844	1428111	1327638	1671541	1687233	3333950	2166555	2330029	3715191	1407115	1695566	1855553	1029397	3881271	2921155	2486666	1455307	2716315	2338284	1210396	1709341	1840065	5141117	550117	1352164	2885269	855763	2798949	2286482	2401140	1712715	3054625	3519759	1427577	1664158	2072052	2113316	1954541	939241	2856939	3161170	1143982	2572827	2891168	1445688	2168321	2695800	2327021	1792230	1450154	1185648	2844191	1440487	1524116	2883908	2444614	1870298	3237180	3002855	2609873	931415	1366498	3235307	2439513	2106369	1923694	970921	4163829	2149110	2463089	567885	1119844	1071684	2864787	2246016	4263682	992980	1455004	5131094
ENSG00000148154.9	731903	3376883	888296	230862	2622266	597048	464810	1321228	206339	340417	719498	509340	782705	188949	61893	386421	2398547	6821340	144865	276250	1186133	848350	640941	630607	182128	396910	703120	2751807	771171	3755658	128478	201707	458176	149888	146270	504537	1534124	364636	49417	1178699	192804	487618	384040	212109	144276	482064	292655	333772	891135	689060	142980	967171	1037453	1446450	1046908	139331	1693125	254751	592394	901734	508105	799043	305550	563847	474255	506930	398108	6309717	526123	669121	1462871	1569690	202812	379213	298064	793770	841449	699438	298245	1766178	911896	87913	223189	657858	1528591	1242923	267821	310471	1389402	348323	305577	300449	374486	1160728	3070524	170881	435333	263946	729289	199739
ENSG00000159403.15	1186609	491712	6736030	354307	2003457	1715828	2132992	962230	2024032	2101900	2238605	1825382	966315	236728	753698	856711	1053603	434518	986066	408573	2198247	3690703	1261651	890395	1283042	482895	1194177	1041820	1074698	369276	4250044	1313220	928730	291671	1414116	540611	2103737	2369646	373900	2895251	588928	883937	174673	1062837	1539653	631989	3742332	1475600	3286431	2073303	1697722	2004511	1665683	1626900	1166396	1499956	1055811	2432033	1039394	802091	3034940	2869803	1148642	2338147	1937063	2079285	547919	167171	3190934	1294024	914086	280967	917335	1298850	1845095	2646717	1688213	4350403	1579571	1138070	2446027	163069	2087188	2328491	2838646	1115527	918628	1095244	4042763	1885903	1397524	2707679	2537220	766840	1585049	389892	2613054	2471009	1236644	1395993
ENSG00000108244.16	18724	19415	222362	18096	267431	256900	176764	1050507	6572541	44647	1497317	34888	342273	1986	96	6711	57290	36582	1505127	627	853627	712682	944	69719	13066	7475	5374	8081	9264	326821	1006931	1686750	1718102	245481	3035653	146802	569692	8999	264666	47624	17698	31877	122027	125581	2492828	68599	7531	8343	60182	314698	469768	86191	74186	298942	44958	3978923	1546129	176488	28699	11319	483224	150632	44648	361674	3720567	52104	3744	106704	175725	8230	251439	15480	46526	325150	288056	3922	411613	11001	134854	168113	43990	200	85151	90573	384911	948166	2978	3489	88595	131043	283496	885034	70582	134094	394821	593	543597	5627597	105218	385185
ENSG00000106153.12	1106965	1006803	831021	1144899	898831	924389	1473576	969067	2349867	552240	9369012	993179	435114	509279	2813213	1037231	988632	1699275	1318769	1122049	926648	1118288	1212594	728500	538979	989021	770514	677200	877799	1227682	902901	953707	610258	349942	1484517	875794	1139203	942582	358219	578233	1247995	1412733	903272	1178071	594220	422037	1039966	290789	1313036	1113636	6229969	696724	894316	854975	1103452	1895585	625700	1280998	1348180	635176	681041	1066004	1434644	670109	938297	704557	1186587	1849567	676349	687065	520253	1042648	821159	1382803	495821	1335344	543940	1352488	767078	1152196	732713	1893595	777539	890296	700282	1240297	2853640	879173	1433051	1089166	806393	473235	466070	1143039	1482845	1121901	765513	718734	1283582	1010737
ENSG00000163683.11	1763047	491936	728634	1032695	2914528	1695152	847883	1290144	496497	1248673	276761	2972156	888039	1092292	62207	1031516	2937686	3802639	331263	512955	2134019	525988	1249120	1482048	691088	1711400	3057161	1715763	5786570	3090651	215783	326405	1468202	444497	310594	2503651	3664891	1645486	168936	1675320	532612	641660	1094316	204875	175558	1238236	1299910	1232781	1759022	1799437	444177	2259804	2391162	2907695	1856034	395999	1359504	646476	1119233	850887	518781	2436974	1007748	1598871	302691	2398124	1615776	6201595	1721528	2042242	828925	1496025	552387	824270	1165861	538768	717968	930068	537464	1274693	1818815	110898	232865	1899443	1101669	2570112	1020951	433254	2019337	669500	1241916	802424	648749	1760086	1759537	1282826	280660	392629	1446830	703154
ENSG00000275395.4	107251	105272	283924	101334	254821	17666	255093	62115	365797	509808	1190698	216904	56964	6160	169441	514836	108148	158745	92919	15733	81497	184924	70730	106571	34163	40158	3831302	23059	29065	33030	13503	52375	137507	55052	115676	302743	519276	35344	164653	146446	27435	19011	198144	1016816	32585	1070458	53585	46826	126383	355151	272339	68666	196310	97376	100716	58487	489112	232080	29496	1507236	668760	516565	8729	1465564	79428	252794	168490	150521	978601	190511	73184	84929	55059	20558	242947	59475	84629	37681	551479	72152	1214080	144206	1757442	1859893	503161	456988	13358	50181	640283	59929	9713058	106362	160287	455603	424490	5868	90417	46528	266473	306872
ENSG00000163631.16	12938	32389	600	2061	88415	2918	2381	4778	14544	2412	1087	5310	1384	5188	4900	1148	4351	7872	2197	7029	1832	5510	6268	12621	843	4861	1572	1083	559	3700800	712	1681	300	0	9443	12125	5071	160331	1212	31063	9667278	1717	762	834	714	600	979	1116	12590	8387	346	2060	6397	5242	4401	2899	1722	78928	3447	0	1252	27577	4969	1098	496	1376	2063	3209842	1185	200	20047	394	2940	1257	4461	1088	123833	698	130770	55119	400	18788	2730	3093	768	881	64545	4599	885	2468	14988	683	37439	4920	4744	100	440	1516	3190	6913
ENSG00000057608.16	1260674	1915751	3474447	1459303	2116840	2371361	1754619	846049	6469426	1088841	1668725	2208367	1298856	1545238	1069737	1538760	2192422	1144180	1806021	1786640	2215642	2929743	1473717	833694	979088	909099	2641427	2575203	1603325	1673834	3358624	7171494	1104935	1513591	3749474	3132930	1145985	2630917	1160411	1822812	601705	1172146	1629972	2325468	1123603	723278	1707898	1079301	1496112	1506976	1723338	1620520	1666628	2152525	1108080	3620802	2156564	1582018	1693049	1628728	1754653	3868730	3006449	1899822	4779778	1557700	1337248	999060	1947846	1815950	1298632	1543300	1828651	2132051	733330	2761213	848966	1755487	1050191	1242363	2048272	680573	1476130	2693524	1991393	1832847	888904	1951663	2811338	1468137	2168113	2598583	955191	1391243	1993558	1521262	4635438	2692995	1846626	1700838
ENSG00000175264.7	51784	112428	36499	10261	31866	20231	59442	25926	25416	52086	19393	51385	65852	20209	210036	56054	21781	1214834	38091	170034	56877	105935	65471	835364	8713	160017	275143	30948	154599	11980	18462	8606	12622	32394	52689	13811	340901	432214	101072	26790	76668	16933	10562852	27687	29776	18785	39096	23085	66566	85007	43693	32767	28679	50833	237154	65578	1135810	283639	20000	60815	63362	31596	385300	44243	116192	63259	1594215	28650	90203	109265	18856	580348	150448	17156	41120	29942	23784	110235	35793	154833	124831	2941	617494	82904	63410	125863	25190	30276	70420	19080	18962	53587	152997	15187	140552	341252	5996	27822	85069	15154
ENSG00000060237.16	1543373	1861716	3467647	1439957	2089488	2042168	702981	1325427	1709824	919232	3374745	1494997	1647074	1007730	334466	667256	2011100	3521976	643197	1628261	1924474	1647367	1674571	599593	373650	758684	1803118	1682668	4057192	1781779	2121639	768700	1895044	417475	423130	3114428	4975116	1530322	578629	1537004	1642561	1603632	848607	1794316	467449	828156	1326146	1648888	1266449	963270	2261501	1616471	2397334	3112833	1475873	1089071	1496565	526068	569507	2017720	1789990	3144849	933241	1585016	3404570	2086901	1052172	4478591	2199019	2199084	991876	1501263	1514194	2179626	729247	2124409	821868	1599964	239740	509372	1469949	5750213	948440	2937929	1640714	1868660	407829	1362809	2301235	1129611	1579231	2120429	1007704	1215380	3733079	1720250	2178025	3926720	1175647	4520234
ENSG00000240972.1	1420443	999270	672128	692343	1761035	1483746	4157911	959443	1039865	2084765	1199207	770737	327436	961752	2271282	1800003	785733	1424932	2955311	398013	1488775	895007	3003628	1913526	837479	1652486	845740	681641	801365	469660	2118773	1915005	436940	539612	3493317	975815	954274	938418	1485633	938868	1507068	2112108	2368223	2836593	2361099	398559	691497	678085	5468501	1613697	1996482	636676	2065645	670376	670202	3620162	468111	957265	2359793	1101067	1737836	1960925	3053320	1378178	293108	953081	5549489	2783241	1789005	280125	264062	1311723	1702005	794058	1013436	1145398	768106	983099	1577909	4897419	1408834	362658	1118466	797132	676607	1008432	3191608	1820434	1051309	910542	1594030	579383	688078	1460150	460336	1947450	1066030	510825	2756417	2748627
ENSG00000198502.5	255664	146532	4866168	374831	1007049	2566821	647982	173195	501943	203066	1664137	1648807	477164	100019	202274	872426	1871876	492109	403128	119650	494500	3238971	1754505	901002	1010513	220493	1959372	245035	373846	68044	2193280	439806	241814	374193	790613	224128	735975	2102488	117942	840832	325370	377373	443460	171871	506504	736973	2272609	920946	1109847	583269	801395	1298512	222708	506206	369534	665788	1225097	496402	768168	174494	371053	2529094	933987	1518601	737961	468497	687479	257447	1619129	432483	284835	105863	554346	488615	665754	1094222	240449	2046583	356049	650247	2699861	37319	3907224	939604	721914	253302	631087	933755	539424	1315761	4140728	5836180	4084724	370185	322395	329307	1859665	1275651	656182	1039156
ENSG00000214548.14	38991	47873	105072	15825	166477	46423	125823	63547	19085	332560	36535	68740	75422	58913	57649	36429	190444	42078	78684	64297	109607	56628	28599	73967	35335	21692	27462	85044	110263	91375	45758	41845	36139	18047	45939	6959	168540	52893	192	143187	54213	65093	3175	14284	20323	14901	69082	68988	274160	421714	6199	53832	146218	152866	99017	173617	44832	102190	24670	34836	79157	204929	43313	48853	43249	145741	37653	4280	227988	113431	25095	17184	51119	37855	218555	57809	153863	31099	60740	157859	101364	10732495	50317	131856	208854	120062	47192	67201	158994	58543	56250	46449	285861	67620	125670	3358	8799	62330	371830	16017
ENSG00000184956.15	100	5931	2209	2965	116602	13344	3208	1591138	3364	1346047	499	5143203	296	1469265	18	391	2676	4215	7483	1418	4506	1698	681	20321	35375	9289	1008	1673	84191	2881	22345	111	461	403694	3148	708	8798	380864	1528	1342	3000	5492	12541	512	1326	154528	1436	2193	221748	3590	4197905	3375	164517	696	3177	2827	2181	9289	100	5103587	0	418	2114022	7429	2341	6428	5843494	2779	552681	2556	47	1398	222	10624	1392716	3356	4850	200	120545	1880	217507	1911	1648	31547	22203	764	1281269	398	0	2131	4703	172	15862	192	37524	2233541	503	4017	192	3124
